
-17.9003     -10.1355      -12.334
-20.7136     -9.96171     -11.8723
-24.3403     -9.95653     -11.2899
-27.8048     -9.62225      -10.667
-31.3562     -9.61937     -10.0866
-34.6705      -9.1814     -9.60721
-38.2082     -9.20474     -9.19235
-41.7214     -8.80692     -8.34751
-45.3186     -8.89656     -7.96357
-48.8651     -8.89991     -7.19517
-52.3903     -8.58738     -6.69658
-56.1357     -8.08515     -6.18114
info
numpoints 12
useRealRAS 1
