56.744154 -10.330409 -31.889608
56.695790 -10.330527 -31.889136
56.647425 -10.330646 -31.888664
56.599061 -10.330764 -31.888192
56.550697 -10.330882 -31.887721
56.502333 -10.331001 -31.887249
56.453968 -10.331119 -31.886777
56.405604 -10.331237 -31.886305
56.357240 -10.331356 -31.885833
56.308875 -10.331474 -31.885361
56.260511 -10.331592 -31.884889
56.212147 -10.331711 -31.884417
56.163783 -10.331829 -31.883946
56.115418 -10.331948 -31.883474
56.067054 -10.332066 -31.883002
56.018690 -10.332184 -31.882530
55.970326 -10.332303 -31.882058
55.921961 -10.332421 -31.881586
55.873597 -10.332539 -31.881114
55.825233 -10.332658 -31.880642
55.776868 -10.332776 -31.880171
55.728504 -10.332895 -31.879699
55.680140 -10.333013 -31.879227
55.631776 -10.333131 -31.878755
55.583411 -10.333250 -31.878283
55.535047 -10.333368 -31.877811
55.486683 -10.333486 -31.877339
55.438318 -10.333605 -31.876867
55.389954 -10.333723 -31.876396
55.341590 -10.333841 -31.875924
55.293226 -10.333960 -31.875452
55.244861 -10.334078 -31.874980
55.196497 -10.334197 -31.874508
55.148133 -10.334315 -31.874036
55.099769 -10.334433 -31.873564
55.051404 -10.334552 -31.873092
55.003040 -10.334670 -31.872620
54.954676 -10.334788 -31.872149
54.906311 -10.334907 -31.871677
54.857947 -10.335025 -31.871205
54.809583 -10.335143 -31.870733
54.761219 -10.335262 -31.870261
54.712854 -10.335380 -31.869789
54.664490 -10.335499 -31.869317
54.616126 -10.335617 -31.868845
54.567761 -10.335735 -31.868374
54.519397 -10.335854 -31.867902
54.471033 -10.335972 -31.867430
54.422669 -10.336090 -31.866958
54.374304 -10.336209 -31.866486
54.325940 -10.336327 -31.866014
54.277576 -10.336445 -31.865542
54.229211 -10.336564 -31.865070
54.180847 -10.336682 -31.864599
54.132483 -10.336801 -31.864127
54.084119 -10.336919 -31.863655
54.035754 -10.337037 -31.863183
53.987390 -10.337156 -31.862711
53.939026 -10.337274 -31.862239
53.890662 -10.337392 -31.861767
53.842297 -10.337511 -31.861295
53.793933 -10.337629 -31.860824
53.745569 -10.337748 -31.860352
53.697204 -10.337866 -31.859880
53.648840 -10.337984 -31.859408
53.600476 -10.338103 -31.858936
53.552112 -10.338221 -31.858464
53.503747 -10.338339 -31.857992
53.455383 -10.338458 -31.857520
53.407019 -10.338576 -31.857048
53.358654 -10.338694 -31.856577
53.310290 -10.338813 -31.856105
53.261926 -10.338931 -31.855633
53.213562 -10.339050 -31.855161
53.165197 -10.339168 -31.854689
53.116833 -10.339286 -31.854217
53.068469 -10.339405 -31.853745
53.020105 -10.339523 -31.853273
52.971740 -10.339641 -31.852802
52.923376 -10.339760 -31.852330
52.875012 -10.339878 -31.851858
52.826647 -10.339996 -31.851386
52.778283 -10.340115 -31.850914
52.729919 -10.340233 -31.850442
52.681555 -10.340352 -31.849970
52.633190 -10.340470 -31.849498
52.584826 -10.340588 -31.849027
52.536462 -10.340707 -31.848555
52.488097 -10.340825 -31.848083
52.439733 -10.340943 -31.847611
52.391369 -10.341062 -31.847139
52.343005 -10.341180 -31.846667
52.294640 -10.341299 -31.846195
52.246276 -10.341417 -31.845723
52.197912 -10.341535 -31.845252
52.149547 -10.341654 -31.844780
52.101183 -10.341772 -31.844308
52.052819 -10.341890 -31.843836
52.004455 -10.342009 -31.843364
51.956090 -10.342127 -31.842892
51.907726 -10.342245 -31.842420
51.859362 -10.342364 -31.841948
51.810998 -10.342482 -31.841477
51.762633 -10.342601 -31.841005
51.714269 -10.342719 -31.840533
51.665905 -10.342837 -31.840061
51.617540 -10.342956 -31.839589
51.569176 -10.343074 -31.839117
51.520812 -10.343192 -31.838645
51.472448 -10.343311 -31.838173
51.424083 -10.343429 -31.837701
51.375719 -10.343547 -31.837230
51.327355 -10.343666 -31.836758
51.278990 -10.343784 -31.836286
51.230626 -10.343903 -31.835814
51.182262 -10.344021 -31.835342
51.133898 -10.344139 -31.834870
51.085533 -10.344258 -31.834398
51.037169 -10.344376 -31.833926
50.988805 -10.344494 -31.833455
50.940440 -10.344613 -31.832983
50.892076 -10.344731 -31.832511
50.843712 -10.344849 -31.832039
50.795348 -10.344968 -31.831567
50.746983 -10.345086 -31.831095
50.698619 -10.345205 -31.830623
50.650255 -10.345323 -31.830151
50.601891 -10.345441 -31.829680
50.553526 -10.345560 -31.829208
50.505162 -10.345678 -31.828736
50.456798 -10.345796 -31.828264
50.408433 -10.345915 -31.827792
50.360069 -10.346033 -31.827320
50.311705 -10.346152 -31.826848
50.263341 -10.346270 -31.826376
50.214976 -10.346388 -31.825905
50.166612 -10.346507 -31.825433
50.118248 -10.346625 -31.824961
50.069883 -10.346743 -31.824489
50.021519 -10.346862 -31.824017
49.973155 -10.346980 -31.823545
49.924791 -10.347098 -31.823073
49.876426 -10.347217 -31.822601
49.828062 -10.347335 -31.822129
49.779698 -10.347454 -31.821658
49.731334 -10.347572 -31.821186
49.682969 -10.347690 -31.820714
49.634605 -10.347809 -31.820242
49.586241 -10.347927 -31.819770
49.537876 -10.348045 -31.819298
49.489512 -10.348164 -31.818826
49.441148 -10.348282 -31.818354
49.392784 -10.348400 -31.817883
49.344419 -10.348519 -31.817411
49.296055 -10.348637 -31.816939
49.247691 -10.348756 -31.816467
49.199326 -10.348874 -31.815995
49.150962 -10.348992 -31.815523
49.102598 -10.349111 -31.815051
49.054234 -10.349229 -31.814579
49.005869 -10.349347 -31.814108
48.957505 -10.349466 -31.813636
48.909141 -10.349584 -31.813164
48.860776 -10.349703 -31.812692
48.812412 -10.349821 -31.812220
48.764048 -10.349939 -31.811748
48.715684 -10.350058 -31.811276
48.667319 -10.350176 -31.810804
48.618955 -10.350294 -31.810333
48.570591 -10.350413 -31.809861
48.522227 -10.350531 -31.809389
48.473862 -10.350649 -31.808917
48.425498 -10.350768 -31.808445
48.377134 -10.350886 -31.807973
48.328769 -10.351005 -31.807501
48.280405 -10.351123 -31.807029
48.232041 -10.351241 -31.806557
48.183677 -10.351360 -31.806086
48.135312 -10.351478 -31.805614
48.086948 -10.351596 -31.805142
48.038584 -10.351715 -31.804670
47.990219 -10.351833 -31.804198
47.941855 -10.351951 -31.803726
47.893491 -10.352070 -31.803254
47.845127 -10.352188 -31.802782
47.796762 -10.352307 -31.802311
47.748398 -10.352425 -31.801839
47.700034 -10.352543 -31.801367
47.651669 -10.352662 -31.800895
47.603305 -10.352780 -31.800423
47.554941 -10.352898 -31.799951
47.506577 -10.353017 -31.799479
47.458212 -10.353135 -31.799007
